XM_026971221.1	LOC105288151
XM_011331368.3	LOC105274896
XM_011331369.3	LOC105274897
XM_011331370.3	LOC105274899
XM_011331375.3	LOC105274901
XM_011331371.3	LOC105274900
XM_011331386.3	LOC105274905
XM_011331385.3	LOC105274903
XM_011331379.3	LOC105274902
XM_026969990.1	LOC113562030
XM_020030243.2	LOC105274906
XM_011331388.3	LOC105274907
XM_011331392.3	LOC105274908
XM_011331394.3	LOC105274910
XM_026971785.1	LOC105274911
XM_011331397.3	LOC105274913
XM_026969180.1	LOC105274912
XM_011331399.3	LOC105274916
XM_011331398.2	LOC105274915
XM_011331405.3	LOC105274918
XM_011331400.3	LOC105274917
XM_011331412.3	LOC105274922
XM_011331411.3	LOC105274921
XM_011331409.3	LOC105274919
XM_026971756.1	LOC105274923
XM_011331416.3	LOC105274925
XM_011331420.2	LOC105274928
XM_011331418.2	LOC105274927
XM_011331417.3	LOC105274926
XM_011331421.3	LOC105274929
XM_011331423.3	LOC105274931
XM_026972759.1	LOC105275005
XM_011331431.3	LOC105274938
XM_011331430.3	LOC105274937
XM_011331428.3	LOC105274935
XM_020030251.2	LOC109610698
XM_026969939.1	LOC113562022
XM_011331425.1	Ickin1-1
XM_026969624.1	LOC113561945
XM_011331432.3	LOC105274940
XM_011331434.3	LOC105274941
XM_011331435.3	LOC105274942
XM_020030228.1	LOC105274943
XM_011331442.3	LOC105274944
XM_026969629.1	LOC113561951
XM_011331443.3	LOC105274945
XM_011331444.3	LOC105274946
XM_026968088.1	LOC105274949
XM_011331587.2	LOC105275008
XM_011331446.3	LOC105274948
XM_011331448.2	LOC105274951
XM_020030248.2	LOC105274954
XM_011331453.3	LOC105274952
XM_011331461.3	LOC105274956
XM_011331464.3	LOC105274957
XM_011331466.3	LOC105274959
XM_026969160.1	LOC105274958
XM_011331467.3	LOC105274961
XM_011331473.3	LOC105274966
XM_011331469.3	LOC105274965
XM_011331468.3	LOC105274964
XM_020030264.1	LOC105274967
XM_011331484.3	LOC105274968
XM_011331498.3	LOC105274972
XM_020030255.2	LOC105274971
XM_011331491.3	LOC105274970
XM_011331489.2	LOC105274969
XM_011331502.3	LOC105274973
XM_011331503.2	LOC105274974
XM_011331504.3	LOC105274975
XM_020030262.2	LOC105274976
XM_011331509.1	LOC105274979
XM_011331508.3	LOC105274978
XM_011331511.2	LOC105274980
XM_026970134.1	LOC105274982
XM_026970236.1	LOC113562080
XM_011331526.3	LOC105274984
XM_026970160.1	LOC105274987
XM_011331527.3	LOC105274985
XM_011331546.3	LOC105274988
XM_011331550.3	LOC105274989
XM_011331552.3	LOC105274990
XM_020030236.2	LOC105274991
XM_011331571.3	LOC105274995
XM_011331565.3	LOC105274994
XM_011331563.2	LOC105274993
XM_011331560.3	LOC105274992
XM_011331573.3	LOC105274997
XM_026974453.1	LOC113563164
XM_011331577.3	LOC105274999
XM_011341735.3	LOC105280871
XM_026969341.1	LOC113561865
XM_026969334.1	LOC105280873
XM_026969479.1	LOC105283328
XM_026970789.1	LOC105283353
XM_011346026.3	LOC105283340
XM_026969926.1	LOC105283332
XM_020032986.2	LOC109610650
XM_011346005.3	LOC105283333
XM_011346008.3	LOC105283336
XM_011346012.3	LOC105283337
XM_026969680.1	LOC105283338
XM_020032985.2	LOC105283339
XM_026969222.1	LOC105283342
XM_026967736.1	LOC113561453
XM_026969639.1	LOC113561959
XM_011346041.2	LOC105283351
XM_026969642.1	LOC105283327
XM_011345985.3	LOC105283326
XM_011345976.3	LOC105283323
XM_026969653.1	LOC113561966
XM_026972517.1	LOC105283349
XM_026972521.1	LOC113562621
XM_026972526.1	LOC105283325
XM_011346037.3	LOC105283348
XM_026970756.1	LOC105283347
XM_011345973.1	LOC105283322
XM_011345969.3	LOC105283321
XM_011345966.3	LOC105283320
XM_026971888.1	LOC113562439
XM_011345962.2	LOC105283317
XM_026970403.1	LOC105283346
XM_026970409.1	LOC113562103
XM_020032995.2	LOC105283315
XM_026969905.1	LOC105283345
XM_011345956.3	LOC105283314
XM_026969665.1	LOC105283344
XM_026971137.1	LOC105283343
XM_026971136.1	LOC105278059
XM_026970075.1	LOC113562054
XM_026969669.1	LOC105278058
XM_011336873.3	LOC105278056
XM_011336871.3	LOC105278054
XM_026969670.1	LOC105278069
XM_026969677.1	LOC105278053
XM_026969678.1	LOC113561974
XM_026969386.1	LOC105278052
XM_011336864.3	LOC105278051
XM_026975211.1	LOC105278050
XM_011336858.2	LOC105278049
XM_020034316.2	LOC109611535
XM_011336818.3	LOC105278025
XM_026971352.1	LOC113562311
XM_011336819.3	LOC105278027
XM_026968454.1	LOC105278028
XM_026968457.1	LOC105278029
XM_011336828.3	LOC105278031
XM_011336829.3	LOC105278033
XM_011336830.3	LOC105278034
XM_011336832.3	LOC105278035
XM_026971337.1	LOC105278036
XM_026971333.1	LOC113562307
XM_020031211.2	LOC105278066
XM_011336842.3	LOC105278037
XM_026975204.1	LOC105278040
XM_011336848.3	LOC105278041
XM_011336850.3	LOC105278042
XM_011336852.2	LOC105278043
XM_026974538.1	LOC105278044
XM_011336854.3	LOC105278045
XM_011336855.3	LOC105278047
XM_026969691.1	LOC113561976
XM_011336816.3	LOC105278024
XM_011336815.3	LOC105278023
XM_011336807.3	LOC105278021
XM_011336805.3	LOC105278020
XM_011336801.3	LOC105278018
XM_011336804.3	LOC105278019
XM_011336792.3	LOC105278017
XM_011336788.3	LOC105278015
XM_011336790.3	LOC105278016
XM_011336784.3	LOC105278011
XM_011336785.3	LOC105278014
XM_011336783.3	LOC105278010
XM_011336766.3	LOC105277995
XM_026973908.1	LOC105277997
XM_011336771.3	LOC105277998
XM_011336772.2	LOC105277999
XM_011336773.3	LOC105278000
XM_011336774.3	LOC105278001
XM_011336775.3	LOC105278003
XM_011336776.3	LOC105278004
XM_011336778.3	LOC105278005
XM_020031215.2	LOC105278008
XM_011336780.3	LOC105278009
XM_011336765.2	LOC105277994
XM_011336762.3	LOC105277991
XM_026975430.1	LOC105277992
XM_020031232.2	LOC105278065
XM_011336761.3	LOC105277990
XM_011336760.3	LOC105277989
XM_026968050.1	LOC113561546
XM_011336759.3	LOC105277988
XM_026968185.1	LOC113561621
XM_020031209.2	LOC105278064
XM_020031235.2	LOC105277987
XM_011336757.2	LOC105277986
XM_011336748.3	LOC105277982
XM_011336751.3	LOC113561396
XM_011336747.3	LOC105277981
XM_011336746.3	LOC105277980
XM_011336745.3	LOC105277979
XM_020031233.2	LOC105277977
XM_011336744.3	LOC105277978
XM_011336730.3	LOC105277969
XM_026974112.1	LOC105277970
XM_011336732.3	LOC105277971
XM_020031228.2	LOC105277972
XM_026969708.1	LOC105277974
XM_020031206.2	LOC105278062
XM_011336740.3	LOC105277975
XM_011336742.3	LOC105277976
XM_011336727.3	LOC105277967
XM_026973086.1	LOC105277965
XM_011336707.3	LOC105277953
XM_011336710.3	LOC105277954
XM_011336713.3	LOC105277956
XM_011336714.1	LOC105277957
XM_011336715.1	LOC105277958
XM_011336716.2	LOC105277960
XM_011336717.1	LOC105277961
XM_026969714.1	LOC113561979
XM_026968403.1	LOC105277962
XM_011336720.3	LOC105277963
XM_026968385.1	LOC105277964
XM_011336706.3	LOC105277952
XM_026969257.1	LOC113561846
XM_026969715.1	LOC105278060
XM_026969268.1	LOC113561850
XM_026969276.1	LOC113561856
XM_011337715.2	LOC105278550
XM_011337713.3	LOC105278548
XM_026969721.1	LOC105278569
XM_011337712.3	LOC105278547
XM_026969727.1	LOC113561982
XM_011337699.1	LOC105278540
XM_011337703.2	LOC105278542
XM_011337705.3	LOC105278543
XM_026971266.1	LOC105278544
XM_011337709.3	LOC105278546
XM_020031355.2	LOC105278539
XM_011337690.3	LOC105278537
XM_011337691.3	LOC105278538
XM_011337688.3	LOC105278535
XM_026969730.1	LOC105278567
XM_011337684.3	LOC105278534
XM_011337683.3	LOC105278533
XM_011337682.3	LOC105278532
XM_011337681.3	LOC105278530
XM_026969732.1	LOC109610911
XM_020031365.1	LOC109610916
XM_026971371.1	LOC113562317
XM_011337679.3	LOC105278529
XM_026972599.1	LOC105278528
XM_011337677.1	LOC105278526
XM_026969735.1	LOC105278563
XM_020031352.2	LOC105278522
XM_011337674.3	LOC105278523
XM_011337675.3	LOC105278524
XM_011337676.3	LOC105278525
XM_011337671.3	LOC105278521
XM_011337669.2	LOC105278520
XM_011337666.2	LOC105278518
XM_011337660.3	LOC105278512
XM_011337662.3	LOC105278515
XM_011337663.3	LOC105278516
XM_026969736.1	LOC105278519
XM_026969743.1	LOC113561988
XM_011337657.3	LOC105278510
XM_011337659.3	LOC105278511
XM_011337653.2	LOC105278508
XM_026974049.1	LOC105278560
XM_011337647.2	LOC105278506
XM_020031344.2	LOC105278505
XM_026971092.1	LOC113562266
XM_011337644.3	LOC105278504
XM_011337642.2	LOC105278503
XM_011337641.3	LOC105278502
XM_011337640.3	LOC105278500
XM_011337634.2	LOC105278498
XM_011337637.3	LOC105278499
XM_011337633.3	LOC105278497
XM_011337630.2	LOC105278496
XM_011337629.3	LOC105278495
XM_026973181.1	LOC105278494
XM_020031358.2	LOC105278492
XM_011337627.3	LOC105278493
XM_011337604.3	LOC105278482
XM_011337609.3	LOC105278483
XM_011337614.3	LOC105278486
XM_026974566.1	LOC113563215
XM_026974575.1	LOC105278489
XM_011337622.2	LOC105278491
XM_011337599.3	LOC105278481
XM_011337595.3	LOC105278479
XM_011337596.3	LOC105278480
XM_011337594.3	LOC105278477
XM_011337592.3	LOC105278476
XM_011337587.3	LOC105278475
XM_011346327.3	LOC105283509
XM_011346326.2	LOC105283508
XM_026972357.1	LOC105283503
XM_011346323.2	LOC105283504
XM_011346324.3	LOC105283505
XM_011346307.1	LOC105283501
XM_011346306.3	LOC105283500
XM_011346305.3	LOC105283499
XM_011346302.2	LOC105283497
XM_026968938.1	LOC105283495
XM_011346295.3	LOC105283494
XM_026971600.1	LOC105283493
XM_011346291.3	LOC105283490
XM_011346293.3	LOC105283491
XM_011346289.3	LOC105283488
XM_026971592.1	LOC105283489
XM_011346287.3	LOC105283487
XM_011346286.3	LOC105283486
XM_026971506.1	LOC105283516
XM_011346263.2	LOC105283479
XM_011346267.3	LOC105283480
XM_026971667.1	LOC105287445
XM_020033028.2	LOC105283482
XM_026971630.1	LOC105283483
XM_011346271.3	LOC105283484
XM_026971659.1	LOC105283470
XM_026971525.1	LOC105283472
XM_011346247.3	LOC105283473
XM_026971579.1	LOC105283474
XM_011346250.3	LOC105283475
XM_011346252.2	LOC105283476
XM_011346253.3	LOC105283477
XM_011346236.3	LOC105283464
XM_011346238.3	LOC105283465
XM_026975221.1	LOC105283466
XM_011346240.3	LOC105283467
XM_011346241.3	LOC105283469
XM_011346235.2	LOC105283463
XM_011346234.3	LOC105283462
XM_011346230.3	LOC105283461
XM_026969859.1	LOC113562005
XM_026970255.1	LOC113562081
XM_011346225.3	LOC105283458
XM_026971359.1	LOC105283456
XM_011346223.3	LOC105283455
XM_011346221.3	LOC105283453
XM_011346220.2	LOC105283452
XM_011346217.3	LOC105283450
XM_011346219.2	LOC105283451
XM_011346213.2	LOC105283448
XM_011346215.3	LOC105283449
XM_011346204.2	LOC105283445
XM_011346205.3	LOC105283446
XM_011346212.3	LOC105283447
XM_011346203.3	LOC105283444
XM_011346202.3	LOC105283443
XM_011346200.3	LOC105283442
XM_011346198.3	LOC105283440
XM_011346194.3	LOC105283436
XM_011346196.3	LOC105283439
XM_011346182.2	LOC105283433
XM_026971176.1	LOC105283434
XM_020033029.2	LOC105283513
XM_011346176.3	LOC105283432
XM_011346173.3	LOC105283431
XM_011346159.3	LOC105283428
XM_011346158.3	LOC105283426
XM_011346171.3	LOC105283430
XM_026971740.1	LOC105287482
XM_011339003.3	LOC105279331
XM_011339004.3	LOC105279333
XM_011339007.3	LOC105279334
XM_011339008.3	LOC105279335
XM_026973016.1	LOC105279336
XM_011339010.3	LOC105279337
XM_011339012.3	LOC105279339
XM_011339011.3	LOC105279338
XM_011339015.3	LOC105279341
XM_011339014.3	LOC105279340
XM_011339018.2	LOC105279343
XM_026971115.1	LOC105279345
XM_011339019.3	LOC105279344
XM_011339026.3	LOC105279346
XM_026971098.1	LOC105279347
XM_026971123.1	LOC105279350
XM_026971119.1	LOC105279348
XM_011339037.3	LOC105279352
XM_011339036.3	LOC105279351
XM_020031669.2	LOC105279379
XM_011339039.2	LOC105279353
XM_011339041.3	LOC105279354
XM_011339042.2	LOC105279355
XM_011339043.3	LOC105279356
XM_011339083.3	LOC105279361
XM_011339044.3	LOC105279359
XM_011339086.3	LOC105279364
XM_011339092.3	LOC105279367
XM_026972705.1	LOC105279368
XM_011339098.2	LOC105279369
XM_011339100.3	LOC105279371
XM_026972715.1	LOC105279372
XM_011339103.3	LOC105279373
XM_026972731.1	LOC105279376
XM_026972706.1	LOC105279375
XM_011339104.3	LOC105279374
XM_011342734.2	LOC105281480
XM_026971132.1	LOC113562276
XM_026972950.1	LOC113562724
XM_011342722.3	LOC105281470
XM_026975605.1	LOC105281477
XM_011342723.3	LOC105281471
XM_026969787.1	LOC105281472
XM_026969789.1	LOC105281469
XM_026975615.1	LOC105281465
XM_026975597.1	LOC105281464
XM_026968055.1	LOC105281463
XM_026975418.1	LOC113563604
XM_026975372.1	LOC105287073
XM_011352412.2	LOC105287032
XM_011352411.3	LOC105287031
XM_011352417.3	LOC105287033
XM_026975432.1	LOC105287324
XM_011338627.3	LOC105279081
XM_011338628.2	LOC105279082
XM_011338629.3	LOC105279083
XM_011338630.3	LOC105279084
XM_026967797.1	LOC105279085
XM_011338632.1	LOC105279087
XM_020031559.2	LOC105279088
XM_026967794.1	LOC105279090
XM_011338640.2	LOC105279091
XM_011338641.3	LOC105279093
XM_011338647.3	LOC105279095
XM_011338644.3	LOC105279094
XM_026975324.1	LOC105285951
XM_011352639.3	LOC105287160
XM_026975393.1	LOC113563600
XM_011345217.3	LOC105282905
XM_026975448.1	LOC105282931
XM_020032839.2	LOC105282907
XM_011345218.3	LOC105282906
XM_026975295.1	LOC105282932
XM_011345223.3	LOC105282908
XM_011345227.2	LOC105282909
XM_011345228.3	LOC105282910
XM_011345229.3	LOC105282911
XM_011345230.3	LOC105282912
XM_011345234.3	LOC105282914
XM_011345232.3	LOC105282913
XM_011345237.3	LOC105282917
XM_011345249.3	LOC105282918
XM_011345250.3	LOC105282919
XM_020032842.2	LOC105282920
XM_011345252.3	LOC105282921
XM_011345254.3	LOC105282922
XM_011345259.3	LOC105282923
XM_011345267.3	LOC105282926
XM_011345263.3	LOC105282924
XM_026967863.1	LOC105282927
XM_020032829.2	LOC105282928
XM_020032841.2	LOC105282929
XM_011345273.3	LOC105282930
XM_026975468.1	LOC105287194
XM_026975467.1	LOC105287903
XM_011353770.3	LOC105287904
XM_011353771.3	LOC105287905
XM_011353774.1	LOC105287909
XM_011353772.3	LOC105287907
XM_020034435.2	LOC105287977
XM_011353778.3	LOC105287911
XM_011353777.3	LOC105287910
XM_011353779.3	LOC105287912
XM_020034449.2	LOC105287978
XM_026967854.1	LOC105287916
XM_011353780.3	LOC105287913
XM_011353790.3	LOC105287917
XM_026967857.1	LOC113561391
XM_011353799.3	LOC105287924
XM_011353798.3	LOC105287923
XM_011353796.3	LOC105287922
XM_011353795.3	LOC105287921
XM_026967856.1	LOC105287919
XM_011353800.2	LOC105287925
XM_011353805.3	LOC105287926
XM_026975422.1	LOC105287928
XM_011353811.3	LOC105287930
XM_011353810.3	LOC105287929
XM_011353825.3	LOC105287933
XM_011353822.3	LOC105287932
XM_026975427.1	LOC105287934
XM_011353828.3	LOC105287935
XM_011353832.2	LOC105287937
XM_011353831.3	LOC105287936
XM_026975244.1	LOC105287941
XM_011353835.3	LOC105287938
XM_011353838.3	LOC105287942
XM_026975569.1	LOC105287946
XM_011353843.3	LOC105287948
XM_011353846.3	LOC105287949
XM_026975471.1	LOC105287950
XM_026975583.1	LOC113563654
XM_011353849.3	LOC105287952
XM_026967965.1	LOC105287954
XM_011353852.3	LOC105287955
XM_011353853.3	LOC105287956
XM_011353857.3	LOC105287958
XM_020034446.2	LOC105287957
XM_026967966.1	LOC113561477
XM_011353863.3	LOC105287959
XM_011353865.3	LOC105287962
XM_026967869.1	LOC105287966
XM_026967871.1	LOC113561469
XM_026967973.1	LOC105287980
XM_026967974.1	LOC113561479
XM_011353875.3	LOC105287968
XM_011353877.3	LOC105287970
XM_011353879.3	LOC105287971
XM_011353880.3	LOC105287972
XM_011353881.3	LOC105287973
XM_026975347.1	LOC105287975
XM_026975360.1	LOC113563591
XM_020032431.2	LOC105281806
XM_026975496.1	LOC105281801
XM_026975584.1	LOC113563655
XM_026967862.1	LOC109611126
XM_020032416.2	LOC105281796
XM_011343288.3	LOC105281798
XM_011343297.3	LOC105281799
XM_026967861.1	LOC105281814
XM_011343299.3	LOC105281800
XM_011343284.3	LOC105281795
XM_011343283.3	LOC105281794
XM_011343279.2	LOC105281793
XM_011343277.3	LOC105281792
XM_026968017.1	LOC105281789
XM_011343268.3	LOC105281786
XM_011343263.3	LOC105281784
XM_026967932.1	LOC105281785
XM_026967933.1	LOC105281781
XM_026967928.1	LOC105281780
XM_011343254.3	LOC105281779
XM_011343253.3	LOC105281778
XM_011343249.3	LOC105281776
XM_026975308.1	LOC105281777
XM_011343238.2	LOC105281772
XM_011343245.1	LOC105281773
XM_011343246.3	LOC105281774
XM_011343247.3	LOC105281775
XM_011343237.3	LOC105281770
XM_026968007.1	LOC113561501
XM_026968006.1	LOC105281769
XM_026968008.1	LOC109611127
XM_020032409.2	LOC105281762
XM_011343217.2	LOC105281763
XM_011343223.3	LOC105281766
XM_020032412.2	LOC105281761
XM_011343197.3	LOC105281758
XM_011343198.3	LOC105281759
XM_011343209.3	LOC105281760
XM_026975237.1	LOC105281757
XM_011343195.3	LOC105281756
XM_011343194.3	LOC105281754
XM_011343189.2	LOC105281751
XM_026975238.1	LOC105281752
XM_011343192.3	LOC105281753
XM_011343185.3	LOC105281744
XM_026968041.1	LOC105281741
XM_011343183.3	LOC105281742
XM_011343184.3	LOC105281743
XM_011343178.3	LOC105281739
XM_011343179.3	LOC105281740
XM_011343175.2	LOC105281738
XM_020032426.2	LOC105281735
XM_026968030.1	LOC105281813
XM_026968037.1	LOC113561505
XM_026968035.1	LOC105281811
XM_011343171.3	LOC105281734
XM_026968039.1	LOC105281733
XM_020033487.2	LOC105285020
XM_026968028.1	LOC113561504
XM_026968040.1	LOC105285018
XM_011348935.3	LOC105285019
XM_026975585.1	LOC105285014
XM_011348939.3	LOC105285024
XM_011348938.3	LOC105285022
XM_026968024.1	LOC105285035
XM_011348937.3	LOC105285021
XM_011348941.3	LOC105285025
XM_026975310.1	LOC105285029
XM_020033492.1	LOC105285028
XM_011348943.3	LOC105285027
XM_026975485.1	LOC105285030
XM_026975488.1	LOC105281726
XM_011343166.3	LOC105281728
XM_011343159.3	LOC105281725
XM_011343157.3	LOC105281724
XM_011343156.3	LOC105281723
XM_011343155.3	LOC105281722
XM_026967773.1	LOC105281718
XM_011343151.3	LOC105281720
XM_011343150.3	LOC105281719
XM_011343145.3	LOC105281716
XM_026975334.1	LOC105281717
XM_011343143.3	LOC105281715
XM_026975394.1	LOC105281714
XM_011343139.3	LOC105281713
XM_026975588.1	LOC113563657
XM_011343134.3	LOC105281712
XM_026975454.1	LOC113563615
XM_011343127.2	LOC105281707
XM_011343130.3	LOC105281710
XM_011343122.2	LOC105281703
XM_011343121.3	LOC105281700
XM_011343120.3	LOC105281699
XM_011343117.3	LOC105281697
XM_011343119.1	LOC105281698
XM_020032400.2	LOC105281694
XM_026975473.1	LOC105281730
XM_011343112.3	LOC105281692
XM_011343109.3	LOC105281690
XM_011343108.3	LOC105281689
XM_011343107.2	LOC105281688
XM_011343102.3	LOC105281686
XM_011343105.3	LOC105281687
XM_011343096.3	LOC105281684
XM_011343084.3	LOC105281679
XM_026968042.1	LOC105281680
XM_011343093.3	LOC105281683
XM_011343082.3	LOC105281678
XM_011343081.3	LOC105281677
XM_026975335.1	LOC105281675
XM_011343075.3	LOC105281673
XM_011343074.3	LOC105281672
XM_011343072.3	LOC105281671
XM_011343069.3	LOC105281669
XM_011343071.2	LOC105281670
XM_011343067.3	LOC105281668
XM_026967937.1	LOC105281666
XM_011343064.3	LOC105281665
XM_026967941.1	LOC105281662
XM_011343060.3	LOC105281663
XM_011343053.3	LOC105281660
XM_026967939.1	LOC105281661
XM_011343052.3	LOC105281659
XM_011343047.3	LOC105281656
XM_011343051.3	LOC105281658
XM_011343030.3	LOC105281650
XM_011343035.3	LOC105281652
XM_011343033.3	LOC105281651
XM_026967936.1	LOC105281654
XM_020032387.2	LOC105281649
XM_026975241.1	LOC105281645
XM_011343022.3	LOC105281647
XM_011343024.3	LOC105281648
XM_011343015.2	LOC105281644
XM_011343009.3	LOC105281641
XM_011343014.3	LOC105281642
XM_011343008.3	LOC105281640
XM_011343002.3	LOC105281637
XM_011343004.3	LOC105281639
XM_011342996.3	LOC105281636
XM_026975550.1	LOC105281635
XM_011342993.3	LOC105281634
XM_011342983.3	LOC105281632
XM_011342987.2	LOC105281633
XM_011342979.3	LOC105281630
XM_011342972.3	LOC105281629
XM_026975581.1	LOC105281628
XM_011350528.1	LOC105285954
XM_011350527.3	LOC105285953
XM_020033416.2	LOC105284805
XM_026975239.1	LOC105284813
XM_011348598.3	LOC105284807
XM_011348599.3	LOC105284808
XM_011348600.3	LOC105284809
XM_011348602.3	LOC105284810
XM_026967788.1	LOC105275393
XM_011332216.1	LOC105275409
XM_026975589.1	LOC113563659
XM_011332217.1	LOC105275410
